"register","index","code","desc","spec_type","length","spec_required","type","required","conditional_required","decimal","spec_in","spec_out","conditional_out_required","conditional_in_required"
"1110","2","COD_PART","Código do participante-Fornecedor da Mercadoria destinada à","C","060","O","char","True","","","","","",""
"1110","3","COD_MOD","Código do documento fiscal, conforme a Tabela 4.1.1","C","002*","O","char","True","","","","","",""
"1110","4","SER","Série do documento fiscal recebido com fins específicos de exportação.","C","004","OC","char","","True","","","","",""
"1110","5","NUM_DOC","Número do documento fiscal recebido com fins específicos de exportação.","N","009","O","int","True","","","","","",""
"1110","6","DT_DOC","Data da emissão do documento fiscal recebido com fins específicos de exportação","N","008*","O","date","True","","","","","",""
"1110","7","CHV_NFE","Chave da Nota Fiscal Eletrônica","N","044*","OC","int","","True","","","","",""
"1110","8","NR_MEMO","Número do Memorando de Exportação","N","","OC","int","","True","","","","",""
"1110","9","QTD","Quantidade do item efetivamente exportado.","N","","O","float","True","","03","","","",""
"1110","10","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","O","char","True","","","","","",""
"1200","2","COD_AJ_APUR","Código de ajuste, conforme informado na Tabela indicada no item 5.1.1.","C","008*","O","char","True","","","","","",""
"1200","3","SLD_CRED","Saldo de créditos fiscais de períodos anteriores","N","","O","float","True","","02","","","",""
"1200","4","CRED_APR","Total de crédito apropriado no mês","N","","O","float","True","","02","","","",""
"1200","5","CRED_RECEB","Total de créditos recebidos por transferência","N","","O","float","True","","02","","","",""
"1200","6","CRED_UTIL","Total de créditos utilizados no período","N","","O","float","True","","02","","","",""
"1200","7","SLD_CRED_FIM","Saldo de crédito fiscal acumulado a transportar para o período seguinte","N","","O","float","True","","02","","","",""
"1210","2","TIPO_UTIL","Tipo de utilização do crédito, conforme tabela indicada no item 5.5.","C","004*","O","char","True","","","","","",""
"1210","3","NR_DOC","Número do documento utilizado na baixa de créditos","C","","OC","char","","True","","","","",""
"1210","4","VL_CRED_UTIL","Total de crédito utilizado","N","","O","float","True","","02","","","",""
"1255","2","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","O","char","True","","02","","","",""
"1300","2","COD_ITEM","Código do Produto, constante do registro 0200","C","060","O","char","True","","","","","",""
"1300","3","DT_FECH","Data do fechamento da movimentação","N","008*","O","date","True","","","","","",""
"1300","4","ESTQ_ABERT","Estoque no início do dia, em litros","N","","O","float","True","","03","","","",""
"1300","5","VOL_ENTR","Volume Recebido no dia (em litros)","N","","O","float","True","","03","","","",""
"1300","6","VOL_DISP","Volume Disponível (04 + 05), em litros","N","","O","float","True","","03","","","",""
"1300","7","VOL_SAIDAS","Volume Total das Saídas, em litros","N","","O","float","True","","03","","","",""
"1300","8","ESTQ_ESCR","Estoque Escritural (06 – 07), litros","N","","O","float","True","","03","","","",""
"1300","9","VAL_AJ_PERDA","Valor da Perda, em litros","N","","O","float","True","","03","","","",""
"1300","10","VAL_AJ_GANHO","Valor do ganho, em litros","N","","O","float","True","","03","","","",""
"1300","11","FECH_FISICO","Estoque de Fechamento, em litros","N","","O","float","True","","03","","","",""
"1310","2","NUM_TANQUE","Tanque que armazena o combustível.","C","003","O","char","True","","","","","",""
"1310","3","ESTQ_ABERT","Estoque no inicio do dia, em litros","N","","O","float","True","","03","","","",""
"1310","4","VOL_ENTR","Volume Recebido no dia (em litros)","N","","O","float","True","","03","","","",""
"1310","5","VOL_DISP","Volume Disponível (03 + 04), em litros","N","","O","float","True","","03","","","",""
"1310","6","VOL_SAIDAS","Volume Total das Saídas, em litros","N","","O","float","True","","03","","","",""
"1310","7","ESTQ_ESCR","Estoque Escritural(05 – 06), litros","N","","O","float","True","","03","","","",""
"1310","8","VAL_AJ_PERDA","Valor da Perda, em litros","N","","O","float","True","","03","","","",""
"1310","9","VAL_AJ_GANHO","Valor do ganho, em litros","N","","O","float","True","","03","","","",""
"1310","10","FECH_FISICO","Volume aferido no tanque, em litros. Estoque de fechamento físico do tanque.","N","","O","float","True","","03","","","",""
"1320","2","NUM_BICO","Bico Ligado à Bomba","N","","O","int","True","","","","","",""
"1320","3","NR_INTERV","Número da intervenção","N","","OC","int","","True","","","","",""
"1320","4","MOT_INTERV","Motivo da Intervenção","C","050","OC","char","","True","","","","",""
"1320","5","NOM_INTERV","Nome do Interventor","C","030","OC","char","","True","","","","",""
"1320","6","CNPJ_INTERV","CNPJ da empresa responsável pela intervenção","N","014*","OC","int","","True","","","","",""
"1320","7","CPF_INTERV","CPF do técnico responsável pela intervenção","N","011*","OC","int","","True","","","","",""
"1320","8","VAL_FECHA","Valor da leitura final do contador, no fechamento do bico.","N","","O","float","True","","03","","","",""
"1320","9","VAL_ABERT","Valor da leitura inicial do contador, na abertura do bico.","N","","O","float","True","","03","","","",""
"1320","10","VOL_AFERI","Aferições da Bomba, em litros","N","","OC","float","","True","03","","","",""
"1320","11","VOL_VENDAS","Vendas (08 – 09 - 10 ) do bico , em litros","N","","O","float","True","","03","","","",""
"1350","2","SERIE","Número de Série da Bomba","C","","O","char","True","","","","","",""
"1350","3","FABRICANTE","Nome do Fabricante da Bomba","C","060","O","char","True","","","","","",""
"1350","4","MODELO","Modelo da Bomba","C","","O","char","True","","","","","",""
"1350","5","TIPO_MEDICAO","Identificador de medição: 0 – analógico 1 – digital","C","001","O","char","True","","","","","",""
"1360","2","NUM_LACRE","Número do Lacre associado na Bomba","C","020","O","char","True","","","","","",""
"1360","3","DT_APLICACAO","Data de aplicação do Lacre","N","008*","O","date","True","","","","","",""
"1370","2","NUM_BICO","Número sequencial do bico ligado a bomba","N","003","O","int","True","","","","","",""
"1370","3","COD_ITEM","Código do Produto, constante do registro 0200","C","060","O","char","True","","","","","",""
"1370","4","NUM_TANQUE","Tanque que armazena o combustível.","C","003","O","char","True","","","","","",""
"1390","2","COD_PROD","Código do produto conforme tabela 5.8","N","002*","O","int","True","","","","","",""
"1391","2","DT_REGISTRO","Data de produção (DDMMAAAA)","C","008*","O","date","True","","","","","",""
"1391","3","QTD_MOID","Quantidade de insumo esmagado (toneladas)","N","","OC","float","","True","02","","","",""
"1391","4","ESTQ_INI","Estoque inicial (litros / kg)","N","","O","float","True","","02","","","",""
"1391","5","QTD_PRODUZ","Quantidade produzida (litros / kg)","N","","OC","float","","True","02","","","",""
"1391","6","ENT_ANID_HID","Entrada de álcool anidro decorrente da transformação do álcool hidratado ou Entrada de álcool hidratado decorrente da transformação do álcool anidro (litros)","N","","OC","float","","True","02","","","",""
"1391","7","OUTR_ENTR","Outras entradas (litros / kg)","N","","OC","float","","True","02","","","",""
"1391","8","PERDA","Evaporação (litros) ou Quebra de peso (kg)","N","","OC","float","","True","02","","","",""
"1391","9","CONS","Consumo (litros)","N","","OC","float","","True","02","","","",""
"1391","10","SAI_ANI_HID","Saída para transformação (litros).","N","","OC","float","","True","02","","","",""
"1391","11","SAÍDAS","Saídas (litros / kg)","N","","OC","float","","True","02","","","",""
"1391","12","ESTQ_FIN","Estoque final (litros / kg)","N","","O","float","True","","02","","","",""
"1391","13","ESTQ_INI_MEL","Estoque inicial de mel residual (kg)","N","","OC","float","","True","02","","","",""
"1391","14","PROD_DIA_MEL","Produção de mel residual (kg) e entradas de mel (kg)","N","","OC","float","","True","02","","","",""
"1391","15","UTIL_MEL","Mel residual utilizado (kg) e saídas de mel (kg)","N","","OC","float","","True","02","","","",""
"1391","16","PROD_ALC_MEL","Produção de álcool (litros) ou açúcar (kg) proveniente do mel residual.","N","","OC","float","","True","02","","","",""
"1391","17","OBS","Observações","C","","OC","char","","True","","","","",""
"1391","18","COD_ITEM","Informar o insumo conforme código do item (campo 02 do Registro 0200)","C","060","O","char","True","","","","","",""
"1391","19","TP_RESIDUO","Tipo de resíduo produzido: 01 - Bagaço de cana 02 - DDG 03 - WDG","N","002*","O","int","True","","","","","",""
"1391","20","QTD_RESIDUO","Quantidade de resíduo produzido (toneladas)","N","","O","float","True","","02","","","",""
"1500","2","IND_OPER","Indicador do tipo de operação: 1- Saída","C","001*","O","char","True","","","","","",""
"1500","3","IND_EMIT","Indicador do emitente do documento fiscal: 0- Emissão própria;","C","001*","O","char","True","","","","","",""
"1500","4","COD_PART","Código do participante (campo 02 do Registro 0150): - do adquirente, no caso das saídas.","C","060","O","char","True","","","","","",""
"1500","5","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","O","char","True","","","","","",""
"1500","6","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","O","int","True","","","","","",""
"1500","7","SER","Série do documento fiscal","C","004","OC","char","","True","","","","",""
"1500","8","SUB","Subsérie do documento fiscal","N","003","OC","int","","True","","","","",""
"1500","9","COD_CONS","Código de classe de consumo de energia elétrica: 01 - Comercial 02 - Consumo Próprio 03 - Iluminação Pública 04 - Industrial 05 - Poder Público 06 - Residencial 07 - Rural 08 - Serviço Público","C","002*","O","char","True","","","","","",""
"1500","10","NUM_DOC","Número do documento fiscal","N","009","O","int","True","","","","","",""
"1500","11","DT_DOC","Data da emissão do documento fiscal","N","008*","O","date","True","","","","","",""
"1500","12","DT_E_S","Data da entrada ou da saída","N","008*","O","date","True","","","","","",""
"1500","13","VL_DOC","Valor total do documento fiscal","N","","O","float","True","","02","","","",""
"1500","14","VL_DESC","Valor total do desconto","N","","OC","float","","True","02","","","",""
"1500","15","VL_FORN","Valor total fornecido/consumido","N","","O","float","True","","02","","","",""
"1500","16","VL_SERV_NT","Valor total dos serviços não-tributados pelo ICMS","N","","OC","float","","True","02","","","",""
"1500","17","VL_TERC","Valor total cobrado em nome de terceiros","N","","OC","float","","True","02","","","",""
"1500","18","VL_DA","Valor total de despesas acessórias indicadas no documento fiscal","N","","OC","float","","True","02","","","",""
"1500","19","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","OC","float","","True","02","","","",""
"1500","20","VL_ICMS","Valor acumulado do ICMS","N","","OC","float","","True","02","","","",""
"1500","21","VL_BC_ICMS_ST","Valor acumulado da base de cálculo do ICMS substituição tributária","N","","OC","float","","True","02","","","",""
"1500","22","VL_ICMS_ST","Valor acumulado do ICMS retido por substituição tributária","N","","OC","float","","True","02","","","",""
"1500","23","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","OC","char","","True","","","","",""
"1500","24","VL_PIS","Valor do PIS","N","","OC","float","","True","02","","","",""
"1500","25","VL_COFINS","Valor da COFINS","N","","OC","float","","True","02","","","",""
"1500","26","TP_LIGACAO","Código de tipo de Ligação 1 - Monofásico 2 - Bifásico 3 - Trifásico","N","001*","OC","int","","True","","","","",""
"1500","27","COD_GRUPO_TENSAO","Código de grupo de tensão: 01 - A1 - Alta Tensão (230kV ou mais) 02 - A2 - Alta Tensão (88 a 138kV) 03 - A3 - Alta Tensão (69kV) 04 - A3a - Alta Tensão (30kV a 44kV) 05 - A4 - Alta Tensão (2,3kV a 25kV) 06 - AS - Alta Tensão Subterrâneo 06 07 - B1 - Residencial 07 08 - B1 - Residencial Baixa Renda 08 09 - B2 - Rural 09 10 - B2 - Cooperativa de Eletrificação Rural 11 - B2 - Serviço Público de Irrigação","C","002*","OC","char","","True","","","","",""
