"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","decimal","spec_type","spec_required","spec_in","spec_out","desc"
"1391","8","PERDA","float","","","","True","","","","02","N","OC","","","Evaporação (litros) ou Quebra de peso (Kg)"
"1391","9","CONS","float","","","","True","","","","02","N","OC","","","Consumo (litros)"
"1391","10","SAI_ANI_HID","float","","","","True","","","","02","N","OC","","","Saída para transformação (litros)."
"1391","11","SAÍDAS","","","","","True","","","","","","OC","","","Saídas (litros / Kg)"
"1391","12","ESTQ_FIN","float","True","","","","","","","02","N","O","","","Estoque final (litros / Kg)"
"1391","13","ESTQ_INI_MEL","float","","","","True","","","","02","N","OC","","","Estoque inicial de mel residual (Kg)"
"1391","14","PROD_DIA_MEL","float","","","","True","","","","02","N","OC","","","Produção de mel residual (Kg) e entradas de mel (Kg)"
"1391","15","UTIL_MEL","float","","","","True","","","","02","N","OC","","","Mel residual utilizado (Kg) e saídas de mel (Kg)"
"1391","16","PROD_ALC_MEL","float","","","","True","","","","02","N","OC","","","Produção de álcool (litros) ou açúcar (Kg) proveniente do mel residual."
"1391","17","OBS","char","","","","True","","","","","C","OC","","","Observações"
"1400","2","COD_ITEM_IPM","char","True","","","","","","060","","C","O","","","Código do item (Tabela própria da unidade da federação (Tabela de Itens UF Índice de Participação dos Municípios) ou campo 02 do Registro 0200"
"1400","3","MUN","int","True","","","","","","007*","","N","O","","","Código do Município de origem/destino"
"1400","4","VALOR","float","True","","","","","","","2","N","O","","","Valor mensal correspondente ao município"
"1500","2","IND_OPER","char","True","","","","","","001*","","C","O","","","Indicador do tipo de operação: 1- Saída"
"1500","3","IND_EMIT","char","True","","","","","","001*","","C","O","","","Indicador do emitente do documento fiscal: 0- Emissão própria;"
"1500","4","COD_PART","char","True","","","","","","060","","C","O","","","Código do participante (campo 02 do Registro 0150): - do adquirente, no caso das saídas."
"1500","5","COD_MOD","char","True","","","","","","002*","","C","O","","","Código do modelo do documento fiscal, conforme a Tabela 4.1.1"
"1500","6","COD_SIT","int","True","","","","","","002*","","N","O","","","Código da situação do documento fiscal, conforme a Tabela 4.1.2"
"1500","7","SER","char","","","","True","","","004","","C","OC","","","Série do documento fiscal"
"1500","8","SUB","int","","","","True","","","003","","N","OC","","","Subsérie do documento fiscal"
"1500","9","COD_CONS","char","True","","","","","","002*","","C","O","","","Código de classe de consumo de energia elétrica: 01 - Comercial 02 - Consumo Próprio 03 - Iluminação Pública 04 - Industrial 05 - Poder Público 06 - Residencial 07 - Rural 08 -Serviço Público"
"1500","10","NUM_DOC","int","True","","","","","","009","","N","O","","","Número do documento fiscal"
"1500","11","DT_DOC","date","True","","","","","","008*","","N","O","","","Data da emissão do documento fiscal"
"1500","12","DT_E_S","date","True","","","","","","008*","","N","O","","","Data da entrada ou da saída"
"1500","13","VL_DOC","float","True","","","","","","","02","N","O","","","Valor total do documento fiscal"
"1500","14","VL_DESC","float","","","","True","","","","02","N","OC","","","Valor total do desconto"
"1500","15","VL_FORN","float","True","","","","","","","02","N","O","","","Valor total fornecido/consumido"
"1500","16","VL_SERV_NT","float","","","","True","","","","02","N","OC","","","Valor total dos serviços não-tributados pelo ICMS"
"1500","17","VL_TERC","float","","","","True","","","","02","N","OC","","","Valor total cobrado em nome de terceiros"
"1500","18","VL_DA","float","","","","True","","","","02","N","OC","","","Valor total de despesas acessórias indicadas no documento fiscal"
"1500","19","VL_BC_ICMS","float","","","","True","","","","02","N","OC","","","Valor acumulado da base de cálculo do ICMS"
"1500","20","VL_ICMS","float","","","","True","","","","02","N","OC","","","Valor acumulado do ICMS"
"1500","21","VL_BC_ICMS_ST","float","","","","True","","","","02","N","OC","","","Valor acumulado da base de cálculo do ICMS substituição tributária"
"1500","22","VL_ICMS_ST","float","","","","True","","","","02","N","OC","","","Valor acumulado do ICMS retido por substituição tributária"
"1500","23","COD_INF","char","","","","True","","","006","","C","OC","","","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)"
"1500","24","VL_PIS","float","","","","True","","","","02","N","OC","","","Valor do PIS"
"1500","25","VL_COFINS","float","","","","True","","","","02","N","OC","","","Valor da COFINS"
"1500","26","TP_LIGACAO","int","","","","True","","","001*","","N","OC","","","Código de tipo de Ligação 1 - Monofásico 2 - Bifásico 3 - Trifásico"
"1500","27","COD_GRUPO_TE","char","","","","True","","","002*","","C","OC","","","Código de grupo de tensão:"
"1510","2","NUM_ITEM","int","True","","","","","","003","","N","O","","","Número sequencial do item no documento fiscal"
"1510","3","COD_ITEM","char","True","","","","","","060","","C","O","","","Código do item (campo 02 do Registro 0200)"
"1510","4","COD_CLASS","int","True","","","","","","004*","","N","O","","","Código de classificação do item de energia elétrica, conforme a Tabela 4.4.1"
"1510","5","QTD","float","","","","True","","","","03","N","OC","","","Quantidade do item"
"1510","6","UNID","char","","","","True","","","006","","C","OC","","","Unidade do item (Campo 02 do registro 0190)"
"1510","7","VL_ITEM","float","True","","","","","","","02","N","O","","","Valor do item"
"1510","8","VL_DESC","float","","","","True","","","","02","N","OC","","","Valor total do desconto"
"1510","9","CST_ICMS","int","True","","","","","","003*","","N","O","","","Código da Situação Tributária, conforme a Tabela indicada no item 4.3.1"
"1510","10","CFOP","int","True","","","","","","004*","","N","O","","","Código Fiscal de Operação e Prestação"
"1510","11","VL_BC_ICMS","float","","","","True","","","","02","N","OC","","","Valor da base de cálculo do ICMS"
"1510","12","ALIQ_ICMS","float","","","","True","","","006","02","N","OC","","","Alíquota do ICMS"
"1510","13","VL_ICMS","float","","","","True","","","","02","N","OC","","","Valor do ICMS creditado/debitado"
"1510","14","VL_BC_ICMS_ST","float","","","","True","","","","02","N","OC","","","Valor da base de cálculo referente à substituição tributária"
"1510","15","ALIQ_ST","float","","","","True","","","","02","N","OC","","","Alíquota do ICMS da substituição tributária na unidade da federação de destino"
"1510","16","VL_ICMS_ST","float","","","","True","","","","02","N","OC","","","Valor do ICMS referente à substituição tributária"
"1510","17","IND_REC","char","True","","","","","","001*","","C","O","","","Indicador do tipo de receita: 0- Receita própria; 1- Receita de terceiros"
"1510","18","COD_PART","char","","","","True","","","060","","C","OC","","","Código do participante receptor da receita, terceiro da operação (campo 02 do Registro 0150)"
"1510","19","VL_PIS","float","","","","True","","","","02","N","OC","","","Valor do PIS"
"1510","20","VL_COFINS","float","","","","True","","","","02","N","OC","","","Valor da COFINS"
"1510","21","COD_CTA","char","","","","True","","","","","C","OC","","","Código da conta analítica contábil debitada/creditada"
"1600","2","COD_PART","char","True","","","","","","060","","C","O","","","Código do participante (campo 02 do Registro 0150): identificação da administradora do cartão de débito/crédito"
"1600","3","TOT_CREDITO","float","True","","","","","","","002","N","O","","","Valor total das operações realizadas no período referente a Cartão de Crédito"
"1600","4","TOT_DEBITO","float","True","","","","","","","002","N","O","","","Valor total das operações realizadas no período referente a Cartão de Débito"
"1700","2","COD_DISP","char","True","","","","","","002*","","C","O","","","Código dispositivo autorizado: 00 - Formulário de Segurança – impressor autônomo 01 - FS-DA – Formulário de Segurança para Impressão de DANFE 02 – Formulário de segurança - NF-e 03 - Formulário Contínuo 04 – Blocos 05 - Jogos Soltos"
"1700","3","COD_MOD","char","True","","","","","","002*","","C","O","","","Código do modelo do dispositivo autorizado, conforme a Tabela 4.1.1"
"1700","4","SER","char","","","","True","","","004","","C","OC","","","Série do dispositivo autorizado"
"1700","5","SUB","char","","","","True","","","003","","C","OC","","","Subsérie do dispositivo autorizado"
"1700","6","NUM_DOC_INI","int","True","","","","","","012","","N","O","","","Número do dispositivo autorizado (utilizado) inicial"
"1700","7","NUM_DOC_FIN","int","True","","","","","","012","","N","O","","","Número do dispositivo autorizado (utilizado) final"
"1700","8","NUM_AUT","int","True","","","","","","060","","N","O","","","Número da autorização, conforme dispositivo autorizado"
"1710","2","NUM_DOC_INI","int","True","","","","","","012","","N","O","","","Número do dispositivo autorizado (inutilizado) inicial"
"1710","3","NUM_DOC_FIN","int","True","","","","","","012","","N","O","","","Número do dispositivo autorizado (inutilizado) final"
"1800","2","VL_CARGA","float","True","","","","","","","02","N","O","","","Valor das prestações cargas (Tributado)"
"1800","3","VL_PASS","float","True","","","","","","","02","N","O","","","Valor das prestações passageiros/cargas (Não Tributado)"
"1800","4","VL_FAT","float","True","","","","","","","02","N","O","","","Valor total do faturamento (2+3)"
"1800","5","IND_RAT","float","True","","","","","","008","06","N","O","","","Índice para rateio(2 / 4)"
"1800","6","VL_ICMS_ANT","float","True","","","","","","","02","N","O","","","Valor total dos créditos do ICMS"
"1800","7","VL_BC_ICMS","float","True","","","","","","","02","N","O","","","Valor da base de cálculo do ICMS"
"1800","8","VL_ICMS_APUR","float","True","","","","","","","02","N","O","","","Valor do ICMS apurado no cálculo (5 x 6)"
"1800","9","VL_BC_ICMS_APUR","float","True","","","","","","","02","N","O","","","Valor da base de cálculo do ICMS apurada (5 x 7)"
"1800","10","VL_DIF","float","True","","","","","","","02","N","O","","","Valor da diferença a ser levada a estorno de crédito na apuração (6 - 8)"
"1900","2","IND_APUR_ICMS","char","True","","","","","","001*","","C","O","","","Indicador de outra apuração do ICMS: 3 – APURAÇÃO 1; 4 – APURAÇÃO 2; 5 – APURAÇÃO 3; 6 – APURAÇÃO 4; 7 – APURAÇÃO 5; 8 – APURAÇÃO 6."
"1900","3","DESCR_COMPL_OUT_APUR","char","True","","","","","","","","C","O","","","Descrição complementar de Outra Apuração do ICMS"
"1910","2","DT_INI","date","True","","","","","","008*","","N","O","","","Data inicial da sub-apuração"
"1910","3","DT_FIN","date","True","","","","","","008*","","N","O","","","Data final da sub-apuração"
"1920","2","VL_TOT_TRANSF_DEBITOS_OA","float","True","","","","","","","02","N","O","","","Valor total dos débitos por ""Saídas e prestações com débito do imposto"""
"1920","3","VL_TOT_AJ_DEBITOS_OA","float","True","","","","","","","02","N","O","","","Valor total de ""Ajustes a débito"""
"1920","4","VL_ESTORNOS_CRED_OA","float","True","","","","","","","02","N","O","","","Valor total de Ajustes “Estornos de créditos”"
"1920","5","VL_TOT_TRANSF_CREDITOS_OA","float","True","","","","","","","02","N","O","","","Valor total dos créditos por ""Entradas e aquisições com crédito do imposto"""
"1920","6","VL_TOT_AJ_CREDITOS_OA","float","True","","","","","","","02","N","O","","","Valor total de ""Ajustes a crédito"""
"1920","7","VL_ESTORNOS_DEB_OA","float","True","","","","","","","02","N","O","","","Valor total de Ajustes “Estornos de Débitos”"
"1920","8","VL_SLD_CREDOR_ANT_OA","float","True","","","","","","","02","N","O","","","Valor total de ""Saldo credor do período anterior"""
"1920","9","VL_SLD_APURADO_OA","float","True","","","","","","","02","N","O","","","Valor do saldo devedor apurado"
